OBJECTID,AED_ID,OPERATING_HOURS,HOUSE_NUMBER,ROAD_NAME,BUILDING_NAME,UNIT_NUMBER,POSTAL_CODE,AED_LOCATION_DESCRIPTION,AED_LOCATION_FLOOR_LEVEL,LATITUDE,LONGITUDE,XVAL,YVAL,INC_CRC,FMEL_UPD_D,geo_longitude,geo_latitude,flag_missing_address,flag_invalid_coords,flag_duplicate_coords,flag_malformed_hours,any_flag
18593,148813-001,Mon - Sun 00:00-23:59;,48A,Tanglin Halt Road,Tanglin Halt Market,,148813,Level 1 Near Female Toilet,1,1.30062997,103.7977982,24046.93342,31442.67429,789312ADE07F3E37,20200210102016,103.79779848987944,1.300630640158442,False,False,False,False,False
18594,149644-001,Mon - Sun 00:00-23:59;,31,Commonwealth Crescent,Commonwealth Crescent Market,,149644,Level 1 Near Toilets,1,1.30694997,103.8003693,24333.08358,32141.50355,2CF209DFE7ACCFE9,20200210102016,103.8003695962081,1.3069506402477955,False,False,False,False,False
18595,150007-001,Mon - Sun 00:00-23:59;,7,Jalan Bukit Merah,,,150007,Level 1 Lift Lobby A,1,1.28719997,103.8078995,25171.10454,29957.64051,D8B3BA7C90E02411,20200210102016,103.80789980805092,1.2872006406249843,False,False,False,False,False
18596,150070-001,Mon - Sun 00:00-23:59;,70,Redhill Close,,,150070,Level 1 Lift Lobby A,1,1.286818,103.816705,26151.08518,29915.39571,DFFBCDA8DBA22B48,20200210102016,103.81670533351094,1.2868186665767178,False,False,False,False,False
18597,150089-001,Mon - Sun 00:00-23:59;,89,Redhill Close,,,150089,Level 1 Lift Lobby B,1,1.285461,103.818803,26384.57412,29765.34423,938AF5C1D009ADC2,20200210102016,103.8188033331508,1.2854616664137832,False,False,False,False,False
18598,150090-001,Mon - Sun 00:00-23:59;,90,Redhill Close,,,150090,Level 1 Lift Lobby A,1,1.284992,103.818756,26379.34312,29713.48466,12FD65AD00890F18,20200210102016,103.8187563331891,1.2849926670398175,False,False,False,False,False
18599,159016-004,Mon - Sun 00:00-23:59;,2A,Prince Charles,Alexandra PC (Alexandra Primary School),,159016,Level 1 PUBâ€™s Shelter Behind Alexandra Primary School,,1.29171205,103.8239594,26958.43551,30456.54991,C750E6EDD6161A8B,20200210102016,103.82395968385276,1.2917127122462206,False,False,False,False,False
18600,159050-004,Mon - Sun 07:00-17:00;,10,Lengkok Bahru,Bukit Merah Secondary School,,159050,Level 1 Inside HOD Cubicle (Available During School Operating Hours. Approach Security Officer At Main Gate.),1,1.285954,103.812967,25735.07638,29819.86206,0F461F3E013588F7,20200210102016,103.81296733351564,1.285954667009248,False,False,False,False,False
18601,159930-001,Mon - Fri 08:30-18:00; Sat 08:30-13:00; Sun Closed;,239,Alexandra Road,,,159930,Level 1 Workshop,1,1.291538,103.8131485,25755.28054,30437.31184,EB8DB7B5C427FA8D,20200210102016,103.81314883148109,1.29153866637061,False,False,False,False,False
18602,159930-002,Mon - Fri 08:30-18:00; Sat 08:30-13:00; Sun Closed;,239,Alexandra Road,,,159930,Level 3 Near Carpark,3,1.291538,103.8131485,25755.28054,30437.31184,EB8DB7B5F6B6C443,20200210102016,103.81314883148109,1.29153866637061,False,False,False,False,False
18603,159968-001,Mon - Fri 08:30-18:00; Sat 08:30-13:00; Sun Closed;,301,Alexandra Road,Mercedes-Benz Center,,159968,Level 1 Workshop,1,1.29001498,103.8083954,25226.29828,30268.90907,1526F1FDCB09AB53,20200210102016,103.80839571927956,1.290015649199823,False,False,False,False,False
18604,159968-002,Mon - Fri 08:30-18:00; Sat 08:30-13:00; Sun Closed;,301,Alexandra Road,Mercedes-Benz Center,,159968,Level 1 Beside Lift Lobby,1,1.29029596,103.8080826,25191.48604,30299.97832,34C78D36F89B3088,20200210102016,103.80808291357786,1.2902966249992964,False,False,False,False,False
18605,159968-003,Mon - Fri 08:30-18:00; Sat 08:30-13:00; Sun Closed;,301,Alexandra Road,Mercedes-Benz Center,,159968,Level 3 Office,3,1.29029596,103.8080826,25191.48604,30299.97832,34C78D367C1AFA8F,20200210102016,103.80808291357786,1.2902966249992964,False,False,False,False,False
18606,166026-001,Mon - Sun 00:00-23:59;,26C,Jalan Membina,,,166026,Level 1 Lift Lobby A,1,1.282756,103.825218,27098.5092,29466.23614,E47119FFFE5C7BF2,20200210102016,103.82521833330648,1.2827566663462202,False,False,False,False,False
18607,168898-001,Mon - Sun 00:00-23:59;,30,Seng Poh Road,Tiong Bahru Market,,168898,Level 2 Near Toilets,2,1.28474999,103.8321533,27870.35345,29686.71926,AAC8C64357618B42,20200210102016,103.83215365409912,1.284750651733385,False,False,False,False,False
18608,169629-002,Mon - Sun 00:00-23:59;,382,Havelock Road,"Four Points by Sheraton Singapore, Riverview",,169629,Level 5 Swimming Pool (Near Gym),5,1.28935301,103.8365936,28364.52215,30195.69857,2580BFBAC8BFFA2E,20200210102016,103.83659396167268,1.2893536800203715,False,False,False,False,False
18609,169632-002,Mon - Sun 00:00-23:59;,403,Havelock Road,Copthorne King's Hotel Singapore,,169632,Level 3 Swimming Pool,3,1.28833699,103.8366699,28373.01317,30083.35224,29F92D5D356919FF,20200210102016,103.836670255489,1.2883376585341064,False,False,False,False,False
18610,169663-002,Mon - Sun 00:00-23:59;,392,Havelock Road,Grand Copthorne Waterfront Hotel Singapore,,169663,Level 6 Swimming Pool Area,6,1.290193,103.83518,28207.19732,30288.57983,709FA82526010F32,20200210102016,103.8351803331324,1.2901936663961595,False,False,False,False,False
18611,169663-003,Mon - Sun 00:00-23:59;,392,Havelock Road,Grand Copthorne Waterfront Hotel Singapore,,169663,Level 6 Inside Gym,6,1.290193,103.83518,28207.19732,30288.57983,709FA8259A0B1D84,20200210102016,103.8351803331324,1.2901936663961595,False,False,False,False,False
18612,169982-001,Mon - Sun 00:00-23:59;,38A,Beo Crescent,Beo Crescent Market,,169982,Level 1 Near Toilets,1,1.28885996,103.8273392,27334.57984,30141.18024,8BBEEEFB73C8D2C5,20200210102016,103.82733950536398,1.2888606297608605,False,False,False,False,False
18613,178882-002,Mon - Sun 00:00-23:59;,2,Stamford Road,"Swissotel The Stamford, Singapore",,178882,Level 70 Service Area Lift Lobby,70,1.29332495,103.8534241,30237.60403,30634.90318,976BEA1A7E85CCD9,20200210102016,103.8534244053549,1.2933256141872242,False,False,False,False,False
18614,179020-001,Mon - Sun 11:00-23:00;,3A,River Valley Road,Clarke Quay,,179020,"Level 1 Jumbo Seafood @ Tsui Wah, Inside Dining Area",1,1.290173,103.845171,29319.1103,30286.37132,D3C25064A527312C,20200210102016,103.84517133337218,1.2901736664586467,False,False,False,False,False
18615,179038-001,Mon - Sun 05:30-23:59;,170,River Valley Road,Fort Canning MRT Station,,179038,Platform Level (DTL),,1.29250002,103.8442993,29222.09825,30543.68065,9CF40E01E781D13E,20200210102016,103.84429965023082,1.2925006861545074,False,False,False,False,False
18616,179038-002,Mon - Sun 05:30-23:59;,170,River Valley Road,Fort Canning MRT Station,,179038,Near Passenger Service Centre (DTL),,1.29250002,103.8442993,29222.09825,30543.68065,9CF40E01F7127BC9,20200210102016,103.84429965023082,1.2925006861545074,False,False,False,False,False
18617,179809-002,Mon - Sun 00:00-23:59;,10,Coleman Street,Grandpark City Hall Hotel,,179809,Level 4 Near Swimming Pool,4,1.29266906,103.8498917,29844.47794,30562.37546,6CBE3E2E334DFBFD,20200210102016,103.84989199557054,1.292669724852351,False,False,False,False,False
18618,180232-001,Mon - Sun 00:00-23:59;,232,Bain Street,,,180232,Level 1 Lift Lobby A,1,1.296853,103.853348,30229.13476,31025.01701,EC3B78A8390FCD10,20200210102016,103.85334833366062,1.2968536666110528,False,False,False,False,False
18619,180263-001,,263,Waterloo Street,,,180263,Level 1 Lift Lobby A,1,1.298523,103.852354,30118.50995,31209.67616,DE4E7659F90B33D3,20200210102016,103.8523543337982,1.2985236670722733,False,False,False,True,True
18620,180264-001,,264,Waterloo Street,,,180264,Level 1 Lift Lobby A,1,1.298952,103.85236,30119.17734,31257.11277,0562B7917EED7A9D,20200210102016,103.85236033299348,1.2989526669213898,False,False,False,True,True
18621,180269-001,,269,Queen Street,,,180269,Level 1 Lift Lobby F,Level 1 Li,1.300272,103.853733,30271.97882,31403.07277,4BD9B1AAA57540D9,20200210102016,103.85373333319598,1.3002726669291782,False,False,False,True,True
18622,180271-001,,271,Queen Street,,,180271,Level 1 Lift Lobby A,1,1.301055,103.853781,30277.32008,31489.65293,D35387A88EC79D74,20200210102016,103.85378133348506,1.3010556664347268,False,False,False,True,True
18623,183269-001,,269C,Queen Street,,,183269,Level 1 Lift Lobby A,1,1.300615,103.853395,30234.36215,31440.99964,293466931EAF94EA,20200210102016,103.8533953338055,1.3006156662626265,False,False,False,True,True
18624,188966-003,Mon - Sun 00:00-23:59;,80,Middle Road,InterContinental Singapore,,188966,Level 1 Front Desk Office,1,1.29855001,103.8546829,30377.69826,31212.66482,906E1CC8C8DCBA67,20200210102016,103.85468325607278,1.2985506762032482,False,False,False,False,False
18625,189560-004,Mon - Sun 00:00-23:59;,80,Bras Basah Road,Fairmont Singapore,,189560,Level B1 Security Office,B1,1.294056,103.853946,30295.6894,30715.73968,8D8AC06D86204B0D,20200210102016,103.85394633331988,1.294056666818412,False,False,False,False,False
18626,189658-001,Mon - Sun 05:30-23:59;,31,Bencoolen Street,Bencoolen MRT Station,,189658,Platform Level (DTL),,1.29890001,103.8504028,29901.36204,31251.36223,08EC2143A5119DBF,20200210102016,103.85040316503152,1.298900674587281,False,False,False,False,False
18627,189658-002,Mon - Sun 05:30-23:59;,31,Bencoolen Street,Bencoolen MRT Station,,189658,Near Passenger Service Centre (DTL),,1.29890001,103.8504028,29901.36204,31251.36223,08EC2143F747EF4B,20200210102016,103.85040316503152,1.298900674587281,False,False,False,False,False
18628,198783-001,Mon - Sun 00:00-23:59;,861,North Bridge Road,North Bridge Road Market,,198783,Level 1 On Pillar Near Middle Seating Area,1,1.30580401,103.8639069,31404.23078,32014.78593,A39F96DB47F0D369,20200210102016,103.86390719384542,1.3058046806121526,False,False,False,False,False
18629,199583-001,Mon - Sun 00:00-23:59;,505,Beach Road,Golden Mile Food Centre,,199583,Level 1 Near ATMs,1,1.30286706,103.8639069,31404.23473,31690.03205,092C29F5A9A1C2F6,20200210102016,103.863907193444,1.3028677220711713,False,False,False,False,False
18630,200807-001,Mon - Sun 00:00-23:59;,807,King George's Avenue,,,200807,Level 1 Lift Lobby B,1,1.30928195,103.8614578,31131.67136,32399.35451,D157E0B7FD69CB02,20200210102016,103.86145815837192,1.3092826118159655,False,False,False,False,False
18631,208826-001,Mon - Sun 05:30-23:59;,90,Jalan Besar,Jalan Besar MRT Station,,208826,Platform Level (DTL),,1.30540001,103.8554001,30457.5055,31970.10374,63AA922F98EDB33E,20200210102016,103.85540041878804,1.3054006802011335,False,False,False,False,False
18632,208826-002,Mon - Sun 05:30-23:59;,90,Jalan Besar,Jalan Besar MRT Station,,208826,Near Passenger Service Centre (DTL),,1.30540001,103.8554001,30457.5055,31970.10374,63AA922F06E8C784,20200210102016,103.85540041878804,1.3054006802011335,False,False,False,False,False
18633,208877-001,Mon - Sun 00:00-23:59;,166,Jalan Besar,Berseh Food Centre,,208877,Level 1 Outside Toilet,1,1.30725396,103.8568954,30623.92354,32175.10473,936CCD1D8465BDC4,20200210102016,103.8568957797629,1.307254623186396,False,False,False,False,False
18634,219647-001,Mon - Sun 00:00-23:59;,81,Carlisle Road,Mera Springs,,219647,Level 1 Guardhouse (Approach Security Officer),1,1.31489694,103.8469772,29520.11391,33020.21848,B688197D0D48AC73,20200210102016,103.8469775671708,1.3148976079873844,False,False,False,False,False
